lemma	pos	year_first_occ	borrowed
мягковатый	OTHER	1740	N/A
мягкодушный	OTHER	1855	False
мягкость	N	1720	N/A
мягкотелость	N	1875	False
мягкотелый	OTHER	1820	False
мягонький	OTHER	1855	False
мягчать	V	1895	False
мяк	N	1915	False
мякина	N	1735	N/A
мякиш	N	1760	False
мякоть	N	1690	N/A
мямлить	V	1825	False
мямля	N	1825	False
мяо	N	1900	True
мясинка	N	1915	False
мясистый	OTHER	1775	False
мясищо	OTHER	1850	False
мясник	N	1750	False
мясницкий	OTHER	1675	N/A
мясничать	V	1900	False
мясной	OTHER	1690	N/A
мясо	N	1690	N/A
мясоед	N	1755	False
мясоедов	N	1780	False
мясокомбинат	N	1920	True
мясомолочный	OTHER	1885	False
мясорубка	N	1905	False
мясоторговец	N	1890	False
мястись	V	1720	N/A
мясцо	N	1775	False
мята	N	1735	N/A
мятеж	N	1675	N/A
мятежевойна	N	2000	False
мятежник	N	1675	N/A
мятежный	OTHER	1700	N/A
мятный	OTHER	1775	False
мятость	N	1960	False
мятущийся	OTHER	1760	False
мятый	OTHER	1805	False
мять	V	1720	N/A
мяу	OTHER	1760	False
мяуканье	N	1785	False
мяукать	V	1760	False
мяукнуть	V	1880	False
мяучить	V	1820	False
мяч	N	1745	N/A
мячик	N	1780	False
н	N	1750	False
на	OTHER	1675	N/A
на-гора	OTHER	1920	False
на-ка	OTHER	1820	False
набавить	V	1825	False
набавлять	V	1825	False
набалдашник	N	1775	False
набаловать	V	1835	False
набальзамировать	V	1825	True
набат	N	1715	True
набатный	OTHER	1805	True
набег	N	1690	N/A
набегать	V	1740	N/A
набедокурить	V	1825	False
набедренный	OTHER	1880	False
набежать	V	1735	N/A
набекрень	OTHER	1800	False
набело	OTHER	1690	N/A
набережная	N	1740	N/A
набивание	N	1780	False
набивать	V	1715	N/A
набиваться	V	1790	False
набивка	N	1780	False
набивной	OTHER	1780	False
набивочный	OTHER	1940	False
набирать	V	1690	N/A
набитый	OTHER	1720	N/A
набить	V	1755	False
наблатыкать	V	1995	False
наблевать	V	1905	False
наблюдатель	N	1715	N/A
наблюдательность	N	1805	False
наблюдательный	OTHER	1765	False
наблюдать	V	1710	N/A
наблюдаться	V	1720	N/A
наблюдение	N	1720	N/A
наблюденье	N	1835	False
наблюсти	V	1735	N/A
набогатиться	V	1770	False
набожно	OTHER	1800	False
набожность	N	1745	N/A
набожный	OTHER	1725	N/A
набойка	N	1775	False
набок	N	1835	False
набок	OTHER	1765	False
наболевший	OTHER	1850	False
наболеть	V	1845	False
наболтать	V	1755	False
набольший	N	1785	False
набольший	OTHER	1775	False
набор	N	1690	N/A
набормотать	V	1875	False
наборный	OTHER	1825	False
наборщик	N	1750	False
набрасывать	V	1820	False
набрать	V	1675	N/A
набраться	V	1730	N/A
набрести	V	1765	False
наброд	N	1690	N/A
наброд	OTHER	1920	False
набродить	V	1910	False
наброс	N	1900	False
набросать	V	1740	N/A
набросить	V	1810	False
наброситься	V	1835	False
набросок	N	1775	False
набрызгать	V	1865	False
набрякнуть	V	1860	False
набухание	N	1855	False
набухать	V	1855	False
набухнуть	V	1855	False
набычить	V	1950	False
наваждение	N	1755	False
навал	N	1715	N/A
наваливать	V	1780	False
наваливаться	V	1785	False
навалить	V	1760	False
навалиться	V	1755	False
навалом	OTHER	1895	False
навалять	V	1845	False
навар	N	1790	False
наваривать	V	1850	False
наваристый	OTHER	1855	False
наварить	V	1740	N/A
наваррский	OTHER	1760	False
навевать	V	1785	False
наведать	V	1845	False
наведение	N	1765	False
наведовать	V	1935	False
наведывать	V	1840	False
наведываться	V	1755	False
навезти	V	1760	False
навек	N	1925	False
навек	OTHER	1755	False
навеки	OTHER	1720	N/A
навель	N	1690	True
навербовать	V	1805	False
наверно	OTHER	1760	False
наверное	OTHER	1760	False
навернуть	V	1820	False
наверняка	OTHER	1825	False
наверстать	V	1770	False
наверстывать	V	1840	False
навертеть	V	1825	False
навертывание	N	1925	False
навертывать	V	1790	False
наверх	OTHER	1720	N/A
наверху	OTHER	1690	N/A
навершие	N	1915	False
навес	N	1775	False
навеселе	OTHER	1760	False
навесить	V	1735	N/A
навеска	N	1735	N/A
навесной	OTHER	1840	False
навести	V	1690	N/A
навестить	V	1770	False
навет	N	1700	N/A
наветренный	OTHER	1815	False
навечерие	N	1745	N/A
навечно	OTHER	1785	False
навешивать	V	1735	N/A
навещать	V	1715	N/A
навеять	V	1800	False
навзничь	OTHER	1805	False
навзрыд	OTHER	1800	False
навивать	V	1740	N/A
навигатор	N	1755	True
навигационный	OTHER	1830	True
навигация	N	1690	True
навидеть	V	1715	N/A
навильник	N	1920	False
навинтить	V	1825	False
нависание	N	1925	False
нависать	V	1830	False
нависнуть	V	1755	False
навлекать	V	1760	False
навлечь	V	1750	False
навовсе	OTHER	1875	False
наводить	V	1700	N/A
наводка	N	1860	False
наводнение	N	1690	N/A
наводнить	V	1750	False
наводнять	V	1755	False
наводчик	N	1870	False
наводящий	OTHER	1765	False
навоевать	V	1825	False
навоз	N	1675	N/A
навозец	N	1855	False
навозник	N	1855	False
навозный	OTHER	1735	N/A
наволока	N	1715	N/A
наволочка	N	1735	N/A
наволочь	N	1920	False
наволочь	V	1825	False
навонять	V	1860	False
наворачивать	V	1825	False
наворовать	V	1775	False
наворотить	V	1840	False
наворочать	V	1840	False
наворчать	V	1920	False
навострить	V	1805	False
навощить	V	1850	False
наврать	V	1745	N/A
навредить	V	1780	False
навряд	OTHER	1815	False
навсегда	OTHER	1715	N/A
навсего	OTHER	1835	False
навскидку	OTHER	1915	False
навстречу	OTHER	1675	N/A
навыворот	OTHER	1780	False
навык	N	1720	N/A
навыкат	OTHER	1845	False
навыкате	OTHER	1825	False
навылет	OTHER	1775	False
навынос	OTHER	1855	False
навыпуск	OTHER	1855	False
навытяжку	OTHER	1820	False
навьючить	V	1710	N/A
навязать	V	1765	False
навязнуть	V	1745	N/A
навязчивый	OTHER	1820	False
навязывание	N	1850	False
навязывать	V	1765	False
нагадать	V	1840	False
нагадить	V	1830	False
нагаечный	OTHER	1920	False
нагайка	N	1775	False
наган	N	1840	True
нагваль	N	1990	True
нагель	N	1780	True
нагибать	V	1825	False
нагишом	OTHER	1830	False
нагладить	V	1855	False
наглазник	N	1835	False
наглеть	V	1860	False
наглец	N	1760	False
наглеца	N	1780	False
нагло	OTHER	1710	N/A
нагловато	OTHER	1920	False
нагловатость	N	1970	False
нагловатый	OTHER	1870	False
наглость	N	1735	N/A
наглотать	V	1910	False
наглухо	OTHER	1780	False
наглый	OTHER	1710	N/A
наглядеть	V	1840	False
наглядеться	V	1765	False
наглядно	OTHER	1835	False
наглядность	N	1835	False
наглядный	OTHER	1780	False
наглядывать	V	1915	False
нагнать	V	1675	N/A
нагнетание	N	1895	False
нагнетательный	OTHER	1865	False
нагнетать	V	1825	False
нагноение	N	1765	False
нагноить	V	1790	False
нагнуть	V	1735	N/A
нагнуться	V	1720	N/A
наговаривание	N	1855	False
наговаривать	V	1675	N/A
наговор	N	1740	N/A
наговорить	V	1750	False
нагой	OTHER	1675	N/A
наголо	OTHER	1725	N/A
наголову	OTHER	1795	False
наголодать	V	1925	False
нагольный	OTHER	1735	N/A
нагонный	OTHER	1960	False
нагоняй	N	1785	False
нагонять	V	1780	False
нагореть	V	1810	False
нагорный	N	1765	False
нагорный	OTHER	1675	N/A
нагородить	V	1790	False
нагорье	N	1830	False
нагота	N	1710	N/A
наготавливать	V	1865	False
наготове	OTHER	1755	False
наготовить	V	1690	N/A
награбить	V	1700	N/A
награда	N	1710	N/A
наградить	V	1690	N/A
наградка	N	1850	False
наградной	OTHER	1840	False
наградные	N	1880	False
награждать	V	1715	N/A
награждение	N	1690	N/A
нагребать	V	1835	False
нагрев	N	1810	False
нагревание	N	1755	False
нагреватель	N	1875	False
нагревательный	OTHER	1845	False
нагревать	V	1740	N/A
нагрести	V	1840	False
нагреть	V	1740	N/A
нагрешить	V	1755	False
нагромождать	V	1855	False
нагромождение	N	1845	False
нагромоздить	V	1785	False
нагрубить	V	1765	False
нагрудник	N	1805	False
нагрудный	OTHER	1825	False
нагружать	V	1735	N/A
нагрузить	V	1690	N/A
нагрузка	N	1775	False
нагрузочка	N	1930	False
нагрузочный	OTHER	1920	False
нагрянуть	V	1775	False
нагул	N	1850	False
нагуливать	V	1845	False
нагулять	V	1850	False
над	N	1975	False
над	OTHER	1675	N/A
нада	N	1760	False
надавать	V	1755	False
надавить	V	1760	False
надавливание	N	1850	False
надавливать	V	1825	False
надарить	V	1825	False
надбавка	N	1810	False
надбегать	V	1990	False
надбить	V	1875	False
надбровный	OTHER	1870	False
надвигать	V	1750	False
надвигаться	V	1735	N/A
надвижение	N	1915	False
надвинуть	V	1750	False
надвинуться	V	1815	False
надводный	OTHER	1775	False
надвое	OTHER	1690	N/A
надворный	OTHER	1675	N/A
надвязать	V	1850	False
надвязывать	V	1840	False
надгробие	N	1765	False
надгробный	OTHER	1755	False
надгробье	N	1830	False
надгубье	N	1920	False
наддавать	V	1725	N/A
наддать	V	1720	N/A
наддув	N	1930	False
наддувочный	OTHER	1995	False
надеванный	OTHER	1830	False
надевать	V	1725	N/A
надежа	N	1690	N/A
надежда	N	1675	N/A
надежнейший	OTHER	1750	False
надежно	OTHER	1715	N/A
надежность	N	1760	False
надежный	OTHER	1675	N/A
надел	N	1735	N/A
наделать	V	1715	N/A
наделение	N	1795	False
наделить	V	1745	N/A
надельный	OTHER	1820	False
наделять	V	1750	False
надергать	V	1835	False
надерзить	V	1865	False
надернуть	V	1830	False
надеть	V	1690	N/A
надеять	V	2000	False
надеяться	V	1675	N/A
надземный	OTHER	1775	False
надзиратель	N	1715	N/A
надзирательский	OTHER	1730	N/A
надзирать	V	1715	N/A
надзор	N	1765	False
надзорный	OTHER	1950	False
надзорсостав	N	1950	False
надивить	V	1880	False
надивиться	V	1735	N/A
надиктовать	V	1775	False
надин	N	1795	False
надин	OTHER	1830	False
надирание	N	1990	False
надирать	V	1880	False
надклассовый	OTHER	1895	True
надключичный	OTHER	1890	False
надколоть	V	1845	False
надкостница	N	1870	False
надкрылье	N	1950	False
надкусать	V	1915	False
надкусить	V	1900	False
надкусывать	V	1920	False
надламывать	V	1825	False
надлежать	V	1675	N/A
надлежащий	OTHER	1690	N/A
надлом	N	1845	False
надломать	V	1690	N/A
надменно	OTHER	1770	False
надменность	N	1760	False
надменный	OTHER	1725	N/A
надминистерский	OTHER	1995	True
надмирный	OTHER	1880	False
надмножество	N	1995	False
наднациональный	OTHER	1920	True
надо	OTHER	1675	N/A
надобно	OTHER	1675	N/A
надобность	N	1730	N/A
надобный	OTHER	1690	N/A
надоедать	V	1775	False
надоедливо	OTHER	1855	False
надоедливый	OTHER	1855	False
надоедный	OTHER	1865	False
надоесть	V	1765	False
надой	N	1945	False
надойти	V	1855	False
надокучить	V	1780	False
надолба	N	1755	False
надолго	OTHER	1715	N/A
надомник	N	1945	False
надомница	N	1940	False
надомный	OTHER	1870	False
надорвать	V	1770	False
надосадочный	OTHER	1960	False
надоть	N	1850	False
надоть	OTHER	1840	False
надоумить	V	1770	False
надпилить	V	1855	False
надписать	V	1690	N/A
надписывать	V	1765	False
надпись	N	1690	N/A
надпоршневой	OTHER	1985	False
надпочечник	N	1900	False
надпродуктивный	OTHER	1995	False
надраивать	V	1920	False
надраить	V	1920	False
надрать	V	1740	N/A
надраться	V	1855	False
надрез	N	1790	False
надрезать	V	1790	False
надрубить	V	1780	False
надругательство	N	1800	False
надругать	V	1995	False
надрыв	N	1780	False
надрывать	V	1755	False
надрывно	OTHER	1890	False
надрывный	OTHER	1865	False
надрючить	V	1975	False
надсад	N	1920	False
надсада	N	1755	False
надсадить	V	1770	False
надсадно	OTHER	1850	False
надсадный	OTHER	1870	False
надсаживать	V	1830	False
надсмотрщик	N	1715	N/A
надсмотрщица	N	1825	False
надставить	V	1910	False
надстраивать	V	1835	False
надстроечный	OTHER	1920	False
надстроить	V	1780	False
надстройка	N	1810	False
надстрочный	OTHER	1750	False
надтреснутый	OTHER	1840	False
надувательство	N	1835	False
надувать	V	1740	N/A
надувной	OTHER	1870	False
надуманность	N	1895	False
надуманный	OTHER	1860	False
надумать	V	1820	False
надутый	OTHER	1740	N/A
надуть	V	1740	N/A
надушить	V	1790	False
надфиль	N	1955	True
надхвостье	N	1920	False
надхристианский	OTHER	1995	False
надымить	V	1825	False
надысь	OTHER	1845	False
надышать	V	1825	False
наебать	V	1990	False
наегозить	V	1865	False
наедать	V	1845	False
наедине	OTHER	1740	N/A
наезд	N	1690	N/A
наездить	V	1815	False
наездник	N	1765	False
наездница	N	1825	False
наезжать	V	1690	N/A
наезженный	OTHER	1845	False
наем	N	1700	N/A
наемник	N	1715	N/A
наемный	OTHER	1690	N/A
наесть	V	1720	N/A
наесться	V	1725	N/A
наехать	V	1690	N/A
нажаловать	V	1755	False
нажаривать	V	1855	False
нажарить	V	1775	False
нажатие	N	1870	False
нажать	V	1720	N/A
наждак	N	1780	False
наждачный	OTHER	1865	False
нажива	N	1755	False
наживать	V	1735	N/A
наживаться	V	1770	False
наживить	V	1830	False
наживка	N	1775	False
наживлять	V	1880	False
наживной	OTHER	1825	False
нажим	N	1835	False
нажимание	N	1855	False
нажимать	V	1720	N/A
нажимной	OTHER	1955	False
нажитое	N	1760	False
нажиток	N	1780	False
нажить	N	1995	False
нажить	V	1720	N/A
нажрать	V	1915	False
нажраться	V	1760	False
наза	N	1880	False
назавтра	N	1970	False
назавтра	OTHER	1700	N/A
назад	N	1920	False
назад	OTHER	1675	N/A
назадавать	V	1975	False
назади	OTHER	1690	N/A
назализация	N	1915	True
назанимать	V	1860	False
назарет	N	1735	N/A
назаров	N	1770	False
назаров	OTHER	1770	False
названивать	V	1910	False
название	N	1725	N/A
названый	OTHER	1690	N/A
названье	N	1800	False
названьице	N	1920	False
назвать	V	1690	N/A
назваться	V	1715	N/A
назгул	N	1990	True
назем	N	1825	False
наземный	OTHER	1840	False
наземь	OTHER	1735	N/A
назидание	N	1760	False
назидательность	N	1825	False
назидательный	OTHER	1765	False
назло	N	1920	False
назло	OTHER	1780	False
назначать	V	1720	N/A
назначаться	V	1740	N/A
назначенец	N	1925	False
назначение	N	1715	N/A
назначить	V	1690	N/A
назойливость	N	1820	False
назойливый	OTHER	1750	False
назревать	V	1850	False
назреть	V	1840	False
назубок	N	2000	False
назубок	OTHER	1885	False
называемый	OTHER	1900	False
называть	V	1675	N/A
называться	V	1675	N/A
наиб	N	1810	True
наибеднейший	OTHER	1755	False
наибогатейший	OTHER	1745	N/A
наиболее	OTHER	1715	N/A
наибольший	OTHER	1720	N/A
наив	N	1955	True
наиважнейший	OTHER	1735	N/A
наивно	OTHER	1835	True
наивность	N	1800	True
наивный	OTHER	1780	True
наивыгоднейший	OTHER	1755	False
наивысший	OTHER	1725	N/A
наиглавнейший	OTHER	1725	N/A
наигранно	OTHER	1900	False
наигранный	OTHER	1840	False
наиграть	V	1750	False
наигрывать	V	1780	False
наигрыш	N	1865	False
наизготовку	OTHER	1900	False
наизнанку	OTHER	1780	False
наизусть	OTHER	1715	N/A
наилучший	OTHER	1715	N/A
наименее	OTHER	1780	False
наименование	N	1740	N/A
наименовать	V	1745	N/A
наименьший	OTHER	1735	N/A
наимоднейший	OTHER	1875	False
наинизший	OTHER	1900	False
наиновейший	OTHER	1865	False
наинужнейший	OTHER	1735	N/A
наипервейший	OTHER	1750	False
наипреданнейший	OTHER	1830	False
наисерьезнейший	OTHER	1860	True
наискать	V	1915	False
наискосок	OTHER	1835	False
наискось	OTHER	1755	False
наисложнейший	OTHER	1865	False
наисовременнейший	OTHER	1835	False
наитие	N	1770	False
наитипичнейший	OTHER	1870	True
наиуважаемый	OTHER	1945	False
наихудший	OTHER	1795	False
найм	N	1710	N/A
наймит	N	1835	False
наймодатель	N	1970	False
найс	N	1930	False
найт	N	1845	True
найти	V	1690	N/A
найтись	V	1710	N/A
наказ	N	1675	N/A
наказание	N	1675	N/A
наказать	V	1690	N/A
наказуемость	N	1860	False
наказуемый	OTHER	1715	N/A
наказывать	V	1690	N/A
накакать	V	1965	False
накал	N	1830	False
накаленно	OTHER	1930	False
накаливание	N	1825	False
накаливать	V	1825	False
накалить	V	1810	False
накалывание	N	1815	False
накалывать	V	1765	False
накалякать	V	1970	False
накалять	V	1855	False
накануне	OTHER	1675	N/A
накапать	V	1835	False
накапливание	N	1840	False
накапливать	V	1755	False
накапливаться	V	1820	False
накапывать	V	1925	False
накаркать	V	1850	False
накаркивать	V	1925	False
накарябать	V	1920	False
накат	N	1805	False
накатать	V	1825	False
накатить	V	1780	False
накатник	N	1850	False
накатывать	V	1825	False
накачать	V	1830	False
накачивание	N	1865	False
накачивать	V	1825	False
накачка	N	1915	False
накидка	N	1780	False
накидной	OTHER	1835	False
накидывать	V	1760	False
накинуть	V	1775	False
накипать	V	1840	False
накипеть	V	1720	N/A
накипь	N	1775	False
накладка	N	1700	N/A
накладная	N	1780	False
накладно	OTHER	1770	False
накладной	OTHER	1725	N/A
накладный	OTHER	1720	N/A
накладочка	N	1920	False
накладывание	N	1790	False
накладывать	V	1710	N/A
накласти	N	1960	False
накласть	N	1855	False
накласть	OTHER	1750	False
наклевать	V	1920	False
наклеветать	V	1800	False
наклевываться	V	1820	False
наклеивание	N	1840	False
наклеивать	V	1790	False
наклеить	V	1790	False
наклейка	N	1790	False
наклепать	V	1765	False
наклепывать	V	1780	False
накликать	V	1820	False
наклон	N	1780	False
наклонение	N	1690	N/A
наклонить	V	1725	N/A
наклониться	V	1740	N/A
наклонность	N	1735	N/A
наклонный	OTHER	1720	N/A
наклонять	V	1710	N/A
наклоняться	V	1735	N/A
наклюнуть	V	1920	False
наковальня	N	1715	N/A
наковырять	V	1850	False
накожный	OTHER	1840	False
наколдовать	V	1825	False
наколенник	N	1835	False
наколенный	OTHER	1985	False
наколка	N	1780	False
наколотить	V	1770	False
наколоть	V	1740	N/A
наколочка	N	1875	False
накомандовать	V	1890	True
наконец	OTHER	1690	N/A
наконечник	N	1795	False
накопать	V	1715	N/A
накопитель	N	1920	False
накопительный	OTHER	1970	False
накопительство	N	1960	False
накопить	V	1745	N/A
накопиться	V	1740	N/A
накопление	N	1815	False
накормить	V	1725	N/A
накоротко	OTHER	1890	False
накостылять	V	1825	False
накось	OTHER	1715	N/A
накрапывать	V	1775	False
накрасить	V	1755	False
накрахмалить	V	1785	True
накренить	V	1850	False
накренять	V	1890	False
накрепко	OTHER	1675	N/A
накрест	OTHER	1780	False
накричать	V	1825	False
накропать	V	1860	False
накропить	V	1935	False
накрошить	V	1835	False
накрутить	V	1850	False
накручивание	N	1920	False
накручивать	V	1855	False
накрывать	V	1745	N/A
накрываться	V	1770	False
накрыть	V	1740	N/A
накрыться	V	1765	False
накупать	V	1825	False
накупить	V	1755	False
накуривать	V	1895	False
накурить	V	1750	False
накушать	V	1995	False
накшбанди	N	1990	True
нал	N	1780	False
налагать	V	1690	N/A
наладить	V	1780	False
наладиться	V	1840	False
наладка	N	1870	False
наладонный	OTHER	1995	False
наладчик	N	1920	False
налаживание	N	1820	False
налаживать	V	1735	N/A
наламывать	V	1910	False
налево	OTHER	1690	N/A
налегать	V	1740	N/A
налегке	OTHER	1745	N/A
наледь	N	1835	False
належать	V	1675	N/A
налезать	V	1830	False
налезть	V	1760	False
налепить	V	1775	False
налеплять	V	1865	False
налет	N	1675	N/A
налетать	V	1815	False
налететь	V	1775	False
налетчик	N	1900	False
налетывать	V	1920	False
налечь	V	1780	False
налив	N	1740	N/A
наливать	V	1735	N/A
наливаться	V	1740	N/A
наливка	N	1760	False
наливной	OTHER	1760	False
нализать	V	1915	False
налим	N	1745	N/A
налимий	OTHER	1850	False
налипать	V	1775	False
налипнуть	V	1825	False
налитой	OTHER	1740	N/A
налитость	N	1985	False
налить	V	1725	N/A
налицо	OTHER	1690	N/A
наличествовать	V	1875	False
наличие	N	1720	N/A
наличка	N	1985	False
наличник	N	1800	False
наличность	N	1750	False
наличные	N	1740	N/A
наличный	OTHER	1690	N/A
налобный	OTHER	1970	False
наловить	V	1755	False
налог	N	1710	N/A
налоговик	N	1985	False
налоговый	OTHER	1825	False
налогонеплательщик	N	1990	False
налогооблагаемый	OTHER	1990	False
налогообложение	N	1965	False
налогоплательщик	N	1825	False
наложение	N	1715	N/A
наложить	V	1690	N/A
наложница	N	1725	N/A
налокотник	N	1830	False
наломать	V	1780	False
налопать	V	1905	False
наляпать	V	1785	False
намагнитить	V	1780	True
намагниченность	N	1905	True
намагничивать	V	1890	True
намаз	N	1815	False
намазать	V	1740	N/A
намазывать	V	1745	N/A
намалевать	V	1735	N/A
намарать	V	1745	N/A
наматрасник	N	1920	True
наматывать	V	1755	False
наматываться	V	1850	False
намачивание	N	1865	False
намачивать	V	1765	False
намаять	V	1860	False
намаяться	V	1820	False
намедни	N	1995	False
намедни	OTHER	1745	N/A
намек	N	1735	N/A
намекать	V	1770	False
намекаться	V	1775	False
намекнуть	V	1750	False
намелко	OTHER	1765	False
наменять	V	1835	False
намеревать	V	1755	False
намереваться	V	1745	N/A
намерен	OTHER	1690	N/A
намерение	N	1675	N/A
намеренно	OTHER	1745	N/A
намеренный	OTHER	1690	N/A
намеренье	N	1765	False
намерзать	V	1835	False
намерзнуть	V	1815	False
намерить	V	1690	N/A
намертво	OTHER	1855	False
намерять	V	1995	False
намести	V	1710	N/A
наместник	N	1675	N/A
наместничество	N	1770	False
намет	N	1690	N/A
наметать	V	1690	N/A
наметить	V	1780	False
наметка	N	1820	False
намечать	V	1755	False
намешать	V	1830	False
намин	N	1980	False
намин	OTHER	1990	False
намного	OTHER	1825	False
намокнуть	V	1740	N/A
намолить	V	1830	False
намолоть	V	1785	False
намордник	N	1835	False
наморозить	V	1920	False
наморщить	V	1780	False
намотать	V	1755	False
намотка	N	1920	False
намочить	V	1740	N/A
намусорить	V	1915	False
намучить	V	1850	False
намучиться	V	1820	False
намыв	N	1890	False
намывать	V	1780	False
намывной	OTHER	1865	False
намыливать	V	1840	False
намылить	V	1780	False
намыть	V	1755	False
нанаец	N	1870	False
нанашивать	V	1940	False
нанесение	N	1765	False
нанести	V	1690	N/A
нанизать	V	1780	False
нанизывать	V	1825	False
наниматель	N	1780	False
нанимать	V	1690	N/A
наниматься	V	1725	N/A
наноалмаз	N	1995	True
наново	OTHER	1805	False
наногетероструктура	N	2000	True
наноиндустрия	N	2000	True
нанокластер	N	1995	True
нанокристалл	N	1995	True
нанокристаллический	OTHER	1995	True
нанометр	N	1960	True
наноостровок	N	1995	False
нанопродукция	N	2000	True
наносить	V	1690	N/A
наноситься	V	1690	N/A
наносный	OTHER	1755	False
наноструктура	N	1990	True
наноструктурированный	OTHER	1990	True
нанотехнология	N	1995	True
нанотрубка	N	1995	True
нанотрубчатый	OTHER	1995	True
нанюхать	V	1880	False
нанять	V	1690	N/A
наобещать	V	1845	False
наоборот	N	1980	False
наоборот	OTHER	1745	N/A
наобум	OTHER	1745	N/A
наорать	V	1885	False
наоткрывать	V	1900	False
наотмашь	OTHER	1825	False
наотрез	OTHER	1760	False
нападать	V	1675	N/A
нападающий	N	1735	N/A
нападение	N	1690	N/A
нападки	N	1710	N/A
напайка	N	1820	False
напаковать	V	1905	False
напакостить	V	1835	False
напалм	N	1945	True
напареули	N	1890	True
напарник	N	1925	False
напарница	N	1930	False
напаскудить	V	1865	False
напастись	V	1820	False
напасть	N	1690	N/A
напасть	V	1715	N/A
напачкать	V	1805	False
напев	N	1750	False
напевать	V	1755	False
напевно	OTHER	1900	False
напевность	N	1900	False
напевный	OTHER	1905	False
наперебой	OTHER	1835	False
наперевес	N	1825	False
наперевес	OTHER	1825	False
наперегонки	OTHER	1850	False
наперед	N	1920	False
наперед	OTHER	1675	N/A
наперекор	OTHER	1780	False
наперекос	N	1910	False
наперекос	OTHER	1780	False
наперекосяк	N	1920	False
наперекрест	OTHER	1735	N/A
наперерез	N	1845	False
наперерез	OTHER	1820	False
наперерыв	OTHER	1770	False
напереть	V	1810	False
наперечет	N	1825	False
наперечет	OTHER	1820	False
наперсник	N	1745	N/A
наперсница	N	1745	N/A
наперсный	OTHER	1825	False
наперсток	N	1755	False
наперсточник	N	1980	False
наперсточный	OTHER	1990	False
наперстянка	N	1885	False
напетлять	V	1920	False
напеть	V	1750	False
напечатание	N	1690	N/A
напечатать	V	1675	N/A
напечь	N	1865	False
напечь	V	1785	False
напивать	V	1860	False
напиваться	V	1760	False
напилить	V	1860	False
напильник	N	1835	False
напирать	V	1745	N/A
написание	N	1710	N/A
написанье	N	1910	False
написать	V	1675	N/A
напитать	V	1750	False
напиток	N	1735	N/A
напитывать	V	1845	False
напить	V	1780	False
напиться	V	1710	N/A
напихать	V	1805	False
напичкать	V	1780	False
наплавать	V	1870	False
наплакать	V	1825	False
напластование	N	1860	False
наплевательский	OTHER	1920	False
наплевательство	N	1915	False
наплевать	V	1755	False
наплеск	N	1940	False
наплескать	V	1840	False
наплескивать	V	1970	False
наплести	V	1810	False
наплодить	V	1755	False
наплутовать	V	1825	False
наплыв	N	1825	False
наплывать	V	1845	False
наплыть	V	1825	False
наплясать	V	1750	False
наплясаться	V	1770	False
наповал	OTHER	1775	False
наподдавать	V	1920	False
наподдать	V	1915	False
наподобие	N	1780	False
наподобие	OTHER	1690	N/A
напоить	V	1690	N/A
напоказ	N	1820	False
напоказ	OTHER	1780	False
напокупать	V	1960	False
наползать	V	1845	False
наползти	V	1850	False
наполнение	N	1745	N/A
наполненность	N	1810	False
наполнитель	N	1865	False
наполнить	V	1675	N/A
наполняемость	N	1975	False
наполнять	V	1710	N/A
наполовину	OTHER	1770	False
напольный	OTHER	1750	False
напоминание	N	1730	N/A
напоминать	V	1690	N/A
напомнить	V	1700	N/A
напополам	N	2000	False
напополам	OTHER	1880	False
напор	N	1745	N/A
напористо	OTHER	1865	False
напористость	N	1920	False
напористый	OTHER	1895	False
напорный	OTHER	1870	False
напороть	V	1820	False
напороться	V	1850	False
напортачить	V	1950	False
напортить	V	1835	False
напослед	N	1880	False
напоследок	OTHER	1690	N/A
направить	V	1710	N/A
направиться	V	1755	False
направление	N	1740	N/A
направленность	N	1840	False
направленный	OTHER	1735	N/A
направленческий	OTHER	1905	False
направленье	N	1835	False
направлять	V	1730	N/A
направляться	V	1805	False
направляющая	N	1845	False
направляющий	N	1840	False
направляющий	OTHER	1835	False
направо	N	1745	N/A
направо	OTHER	1690	N/A
напраслина	N	1820	False
напрасно	OTHER	1675	N/A
напрасность	N	1710	N/A
напрасный	OTHER	1690	N/A
напрашивать	V	1825	False
напреть	V	1875	False
напридумать	V	1855	False
напридумывать	V	1935	False
например	N	1880	False
например	OTHER	1690	N/A
напробоваться	V	1855	True
напрокат	OTHER	1780	False
напрокол	N	1960	False
напролет	OTHER	1820	False
напролом	OTHER	1805	False
напропалую	OTHER	1800	False
напророчить	V	1775	False
напросить	V	1820	False
напроситься	V	1755	False
напросто	OTHER	1845	False
напротив	N	1705	N/A
напротив	OTHER	1690	N/A
напрочь	OTHER	1835	False
напруживать	V	1890	False
напружинить	V	1890	False
напружить	V	1850	False
напряг	N	1980	False
напрягать	V	1745	N/A
напряжение	N	1735	N/A
напряженка	N	1965	False
напряженнейший	OTHER	1860	False
напряженно	OTHER	1780	False
напряженность	N	1835	False
напряженный	OTHER	1750	False
напряженье	N	1820	False
напрямик	OTHER	1815	False
напрямки	OTHER	1800	False
напрямую	OTHER	1830	False
напрячь	V	1745	N/A
напрячься	V	1775	False
напуг	N	1915	False
напуганность	N	1865	False
напугать	V	1760	False
напудрить	V	1745	N/A
напужать	V	1780	False
напуск	N	1675	N/A
напускать	V	1690	N/A
напускной	OTHER	1825	False
напустить	V	1735	N/A
напуститься	V	1755	False
напутать	V	1755	False
